2026-05-24 19:46:03 | ALERT: Suspicious Traffic | Source IP: 151.101.38.172 | Destination Port: 1205
2026-05-26 19:24:57 | ALERT | Attack Type: None | IP: 142.250.77.138 | Port: 52794 | Threat: MEDIUM | India, Chennai, Google LLC
2026-05-26 19:24:59 | ALERT | Attack Type: None | IP: 142.250.205.138 | Port: 64383 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 19:25:00 | ALERT | Attack Type: None | IP: 142.250.206.46 | Port: 61772 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 19:25:02 | ALERT | Attack Type: None | IP: 142.251.12.188 | Port: 7804 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 19:25:03 | ALERT | Attack Type: None | IP: 4.213.25.241 | Port: 3950 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 19:25:05 | ALERT | Attack Type: None | IP: 40.126.17.133 | Port: 14763 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 19:25:06 | ALERT | Attack Type: None | IP: 20.190.174.41 | Port: 8680 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 19:25:08 | ALERT | Attack Type: None | IP: 4.145.11.36 | Port: 2498 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-26 20:00:32 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-26 20:00:34 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 6705 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-26 20:00:36 | ALERT | Attack Type: None | IP: 142.251.152.119 | Port: 57705 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:00:39 | ALERT | Attack Type: None | IP: 23.44.10.57 | Port: 55392 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:00:41 | ALERT | Attack Type: None | IP: 150.171.110.84 | Port: 9680 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:00:43 | ALERT | Attack Type: PORT SCANNING | IP: 103.160.195.230 | Port: 64822 | Threat: HIGH | India, Thrissur, Pradesika Digital Internet And Communication Ltd
2026-05-26 20:00:45 | ALERT | Attack Type: None | IP: 40.104.134.66 | Port: 58784 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:00:47 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 7470 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-26 20:00:49 | ALERT | Attack Type: None | IP: 20.190.145.160 | Port: 3138 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:00:51 | ALERT | Attack Type: None | IP: 150.171.28.11 | Port: 12826 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-26 20:00:53 | ALERT | Attack Type: None | IP: 142.251.223.14 | Port: 58149 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:00:55 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 6157 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-26 20:00:58 | ALERT | Attack Type: None | IP: 104.18.32.47 | Port: 57568 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:01:00 | ALERT | Attack Type: None | IP: 104.18.39.21 | Port: 5541 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:01:02 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 6158 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-26 20:01:04 | ALERT | Attack Type: None | IP: 150.171.73.13 | Port: 13724 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-26 20:01:06 | ALERT | Attack Type: None | IP: 20.190.174.43 | Port: 2636 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:01:08 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 4098 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-26 20:01:09 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 2645 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-26 20:01:11 | ALERT | Attack Type: None | IP: 91.108.23.100 | Port: 8996 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram CDN Network
2026-05-26 20:01:14 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 104.208.16.89 | Port: 6340 | Threat: CRITICAL | United States, Des Moines, Microsoft Corporation
2026-05-26 20:01:20 | ALERT | Attack Type: None | IP: 40.99.71.210 | Port: 2675 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:01:22 | ALERT | Attack Type: None | IP: 20.189.173.1 | Port: 2678 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-26 20:01:33 | ALERT | Attack Type: None | IP: 35.190.80.1 | Port: 65283 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-26 20:02:32 | ALERT | Attack Type: None | IP: 142.250.183.174 | Port: 59486 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:02:43 | ALERT | Attack Type: None | IP: 142.251.153.119 | Port: 62122 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:02:58 | ALERT | Attack Type: None | IP: 172.64.155.209 | Port: 52395 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:03:15 | ALERT | Attack Type: None | IP: 23.44.10.75 | Port: 65286 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:03:35 | ALERT | Attack Type: None | IP: 20.189.173.9 | Port: 8584 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-26 20:03:39 | ALERT | Attack Type: None | IP: 192.178.211.84 | Port: 55684 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:04:15 | ALERT | Attack Type: None | IP: 23.44.10.9 | Port: 56116 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:04:51 | ALERT | Attack Type: None | IP: 20.42.73.26 | Port: 3637 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:05:03 | ALERT | Attack Type: None | IP: 142.251.222.174 | Port: 54414 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:05:35 | ALERT | Attack Type: None | IP: 150.171.110.82 | Port: 7939 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:05:56 | ALERT | Attack Type: None | IP: 13.107.137.11 | Port: 6157 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-26 20:05:57 | ALERT | Attack Type: None | IP: 192.168.1.5 | Port: 443 | Threat: MEDIUM | Unknown, Unknown, Unknown
2026-05-26 20:06:00 | ALERT | Attack Type: None | IP: 52.105.231.39 | Port: 8591 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-26 20:06:02 | ALERT | Attack Type: None | IP: 149.154.166.110 | Port: 7944 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-26 20:06:04 | ALERT | Attack Type: None | IP: 91.108.56.126 | Port: 4098 | Threat: MEDIUM | The Netherlands, Amsterdam, Telegram Messenger Network
2026-05-26 20:06:06 | ALERT | Attack Type: None | IP: 23.44.10.50 | Port: 60760 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:06:08 | ALERT | Attack Type: None | IP: 192.178.173.102 | Port: 53857 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:06:10 | ALERT | Attack Type: PORT SCANNING | IP: 103.160.195.230 | Port: 61974 | Threat: HIGH | India, Thrissur, Pradesika Digital Internet And Communication Ltd
2026-05-26 20:06:12 | ALERT | Attack Type: None | IP: 172.64.155.209 | Port: 53317 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:06:14 | ALERT | Attack Type: PORT SCANNING | IP: 208.95.112.1 | Port: 7648 | Threat: HIGH | United States, Ashburn, Total Uptime Technologies, LLC
2026-05-26 20:06:16 | ALERT | Attack Type: None | IP: 142.251.153.119 | Port: 61223 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:06:22 | ALERT | Attack Type: None | IP: 150.171.27.11 | Port: 2521 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-26 20:06:24 | ALERT | Attack Type: None | IP: 150.171.28.11 | Port: 11896 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-26 20:06:55 | ALERT | Attack Type: None | IP: 57.155.104.224 | Port: 2994 | Threat: MEDIUM | Singapore, Singapore, MICROSOFT
2026-05-26 20:06:59 | ALERT | Attack Type: None | IP: 23.202.229.23 | Port: 54021 | Threat: MEDIUM | India, Chennai, Akamai International, BV
2026-05-26 20:07:03 | ALERT | Attack Type: DOS / TRAFFIC FLOOD | IP: 104.208.16.89 | Port: 8578 | Threat: CRITICAL | United States, Des Moines, Microsoft Corporation
2026-05-26 20:07:44 | ALERT | Attack Type: None | IP: 192.178.173.101 | Port: 58030 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:08:11 | ALERT | Attack Type: None | IP: 104.208.16.95 | Port: 7635 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:08:21 | ALERT | Attack Type: None | IP: 23.44.10.73 | Port: 63795 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:08:49 | ALERT | Attack Type: PORT SCANNING | IP: 91.108.23.100 | Port: 7645 | Threat: HIGH | Netherlands, Amsterdam, Telegram CDN Network
2026-05-26 20:08:51 | ALERT | Attack Type: None | IP: 20.42.179.192 | Port: 7648 | Threat: MEDIUM | United States, Quincy, Microsoft Corporation
2026-05-26 20:09:09 | ALERT | Attack Type: None | IP: 72.145.35.111 | Port: 7652 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-26 20:09:21 | ALERT | Attack Type: None | IP: 23.44.10.9 | Port: 61844 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:09:50 | ALERT | Attack Type: None | IP: 150.171.110.83 | Port: 1825 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:10:19 | ALERT | Attack Type: None | IP: 149.154.167.43 | Port: 1828 | Threat: MEDIUM | Netherlands, Amsterdam, Telegram Messenger Amsterdam Network
2026-05-26 20:10:48 | ALERT | Attack Type: None | IP: 142.250.207.78 | Port: 61324 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:11:01 | ALERT | Attack Type: None | IP: 216.239.32.223 | Port: 58854 | Threat: MEDIUM | United States, Austell, Google LLC
2026-05-26 20:11:03 | ALERT | Attack Type: None | IP: 142.251.221.142 | Port: 64537 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:11:05 | ALERT | Attack Type: None | IP: 216.239.38.223 | Port: 53355 | Threat: MEDIUM | United States, Austell, Google LLC
2026-05-26 20:11:06 | ALERT | Attack Type: None | IP: 216.239.34.223 | Port: 59859 | Threat: MEDIUM | United States, Austell, Google LLC
2026-05-26 20:11:08 | ALERT | Attack Type: None | IP: 104.18.32.47 | Port: 61418 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:11:10 | ALERT | Attack Type: None | IP: 150.171.110.85 | Port: 1848 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:11:11 | ALERT | Attack Type: None | IP: 103.165.166.40 | Port: 1850 | Threat: MEDIUM | India, Thrissur, Kerala Vision Broad Band Private Limited
2026-05-26 20:11:24 | ALERT | Attack Type: None | IP: 192.178.211.84 | Port: 49761 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:12:27 | ALERT | Attack Type: None | IP: 40.104.135.162 | Port: 11938 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:12:30 | ALERT | Attack Type: None | IP: 20.189.173.3 | Port: 11940 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-26 20:12:35 | ALERT | Attack Type: None | IP: 40.126.18.33 | Port: 11945 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 20:12:37 | ALERT | Attack Type: None | IP: 20.190.174.41 | Port: 11948 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:12:38 | ALERT | Attack Type: None | IP: 52.110.15.146 | Port: 11950 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:12:40 | ALERT | Attack Type: None | IP: 52.123.129.14 | Port: 8804 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-26 20:12:42 | ALERT | Attack Type: None | IP: 52.113.194.133 | Port: 4377 | Threat: MEDIUM | Canada, Montreal, Microsoft Corporation
2026-05-26 20:12:43 | ALERT | Attack Type: None | IP: 52.98.86.162 | Port: 5343 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:13:28 | ALERT | Attack Type: None | IP: 204.79.197.203 | Port: 5354 | Threat: MEDIUM | Canada, Montreal, Microsoft Corporation
2026-05-26 20:14:13 | ALERT | Attack Type: None | IP: 23.44.10.33 | Port: 63606 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:14:15 | ALERT | Attack Type: None | IP: 172.217.24.14 | Port: 49532 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:14:33 | ALERT | Attack Type: None | IP: 35.190.80.1 | Port: 56005 | Threat: MEDIUM | United States, Kansas City, Google LLC
2026-05-26 20:15:05 | ALERT | Attack Type: None | IP: 172.217.24.142 | Port: 59271 | Threat: MEDIUM | Japan, Chiyoda City, Google LLC
2026-05-26 20:15:13 | ALERT | Attack Type: None | IP: 23.44.10.83 | Port: 56445 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:15:39 | ALERT | Attack Type: None | IP: 20.52.64.200 | Port: 14020 | Threat: MEDIUM | Germany, Frankfurt am Main, Microsoft Corporation
2026-05-26 20:16:13 | ALERT | Attack Type: None | IP: 23.44.10.58 | Port: 55943 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:16:23 | ALERT | Attack Type: None | IP: 52.182.143.210 | Port: 14027 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:17:01 | ALERT | Attack Type: None | IP: 40.126.17.132 | Port: 14031 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:19:01 | ALERT | Attack Type: None | IP: 13.89.179.8 | Port: 14042 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:19:51 | ALERT | Attack Type: None | IP: 150.171.110.82 | Port: 8287 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:20:20 | ALERT | Attack Type: None | IP: 57.155.141.122 | Port: 8291 | Threat: MEDIUM | Singapore, Singapore, MICROSOFT
2026-05-26 20:21:10 | ALERT | Attack Type: None | IP: 13.69.116.108 | Port: 8297 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-26 20:22:35 | ALERT | Attack Type: None | IP: 20.190.146.33 | Port: 8302 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 20:24:04 | ALERT | Attack Type: None | IP: 52.123.226.90 | Port: 8314 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:24:09 | ALERT | Attack Type: None | IP: 13.69.239.77 | Port: 8317 | Threat: MEDIUM | Ireland, Dublin, Microsoft Corporation
2026-05-26 20:24:31 | ALERT | Attack Type: None | IP: 142.251.155.119 | Port: 52663 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:24:34 | ALERT | Attack Type: None | IP: 23.44.10.42 | Port: 62222 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:24:50 | ALERT | Attack Type: None | IP: 13.107.5.93 | Port: 6921 | Threat: MEDIUM | United States, Cleveland, Microsoft Corporation
2026-05-26 20:24:52 | ALERT | Attack Type: None | IP: 150.171.110.84 | Port: 6961 | Threat: MEDIUM | United States, Los Angeles, Microsoft Corporation
2026-05-26 20:24:53 | ALERT | Attack Type: None | IP: 142.250.77.110 | Port: 63297 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:24:57 | ALERT | Attack Type: None | IP: 142.251.223.238 | Port: 51652 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:24:59 | ALERT | Attack Type: None | IP: 142.250.206.106 | Port: 63971 | Threat: MEDIUM | India, New Delhi, Google LLC
2026-05-26 20:25:32 | ALERT | Attack Type: None | IP: 23.202.229.22 | Port: 63085 | Threat: MEDIUM | India, Chennai, Akamai International, BV
2026-05-26 20:25:41 | ALERT | Attack Type: None | IP: 142.251.43.66 | Port: 62107 | Threat: MEDIUM | Thailand, Bangkok, Google LLC
2026-05-26 20:27:03 | ALERT | Attack Type: None | IP: 142.251.223.14 | Port: 51256 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:27:21 | ALERT | Attack Type: None | IP: 104.18.39.21 | Port: 10290 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:29:10 | ALERT | Attack Type: None | IP: 23.44.10.49 | Port: 64541 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:29:13 | ALERT | Attack Type: None | IP: 142.251.154.119 | Port: 59572 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:30:32 | ALERT | Attack Type: None | IP: 40.104.107.242 | Port: 4199 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:30:36 | ALERT | Attack Type: None | IP: 52.168.112.66 | Port: 4202 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:30:41 | ALERT | Attack Type: None | IP: 52.182.143.211 | Port: 10156 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:31:13 | ALERT | Attack Type: None | IP: 142.251.151.119 | Port: 63226 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:31:18 | ALERT | Attack Type: None | IP: 150.171.22.17 | Port: 9299 | Threat: MEDIUM | Canada, Toronto, Microsoft Corporation
2026-05-26 20:31:20 | ALERT | Attack Type: None | IP: 135.232.92.34 | Port: 9301 | Threat: MEDIUM | United States, Boydton, MICROSOFT
2026-05-26 20:31:30 | ALERT | Attack Type: None | IP: 23.44.10.24 | Port: 51035 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:31:43 | ALERT | Attack Type: None | IP: 172.64.144.52 | Port: 57222 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:32:53 | ALERT | Attack Type: None | IP: 103.165.166.16 | Port: 2880 | Threat: MEDIUM | India, Thrissur, Kerala Vision Broad Band Private Limited
2026-05-26 20:32:56 | ALERT | Attack Type: None | IP: 104.114.67.71 | Port: 4304 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies, Inc.
2026-05-26 20:32:58 | ALERT | Attack Type: None | IP: 40.126.17.131 | Port: 4305 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:33:01 | ALERT | Attack Type: None | IP: 20.190.174.42 | Port: 4308 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:33:04 | ALERT | Attack Type: None | IP: 20.190.174.43 | Port: 13235 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:33:35 | ALERT | Attack Type: None | IP: 52.182.143.215 | Port: 2270 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:34:32 | ALERT | Attack Type: None | IP: 23.44.10.64 | Port: 52644 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:34:57 | ALERT | Attack Type: None | IP: 20.42.73.28 | Port: 5234 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:35:32 | ALERT | Attack Type: None | IP: 23.44.10.35 | Port: 62913 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:36:16 | ALERT | Attack Type: None | IP: 52.123.128.14 | Port: 5241 | Threat: MEDIUM | United States, Redmond, Microsoft Corporation
2026-05-26 20:38:11 | ALERT | Attack Type: None | IP: 20.189.173.26 | Port: 2521 | Threat: MEDIUM | United States, San Francisco, Microsoft Corporation
2026-05-26 20:38:41 | ALERT | Attack Type: None | IP: 52.110.15.183 | Port: 2531 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:38:43 | ALERT | Attack Type: None | IP: 52.110.15.165 | Port: 2530 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:38:45 | ALERT | Attack Type: None | IP: 20.42.65.85 | Port: 2534 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:38:47 | ALERT | Attack Type: None | IP: 151.101.38.172 | Port: 2536 | Threat: MEDIUM | Netherlands, Amsterdam, Fastly, Inc.
2026-05-26 20:38:48 | ALERT | Attack Type: None | IP: 142.251.150.119 | Port: 56776 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:45:11 | ALERT | Attack Type: None | IP: 142.251.222.174 | Port: 64910 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:45:15 | ALERT | Attack Type: None | IP: 20.50.201.205 | Port: 3834 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-26 20:45:37 | ALERT | Attack Type: None | IP: 52.110.15.130 | Port: 5940 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:45:40 | ALERT | Attack Type: None | IP: 23.44.10.82 | Port: 52955 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:45:42 | ALERT | Attack Type: None | IP: 20.50.201.203 | Port: 5946 | Threat: MEDIUM | Netherlands, Amsterdam, Microsoft Corporation
2026-05-26 20:45:46 | ALERT | Attack Type: None | IP: 142.250.4.188 | Port: 6570 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:53:17 | ALERT | Attack Type: None | IP: 20.42.65.91 | Port: 6600 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:53:20 | ALERT | Attack Type: None | IP: 172.253.158.188 | Port: 9005 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:53:23 | ALERT | Attack Type: None | IP: 172.188.155.25 | Port: 2571 | Threat: MEDIUM | Singapore, Singapore, Microsoft
2026-05-26 20:53:24 | ALERT | Attack Type: None | IP: 172.64.148.235 | Port: 6993 | Threat: MEDIUM | Canada, Toronto, Cloudflare, Inc.
2026-05-26 20:53:26 | ALERT | Attack Type: None | IP: 52.182.143.214 | Port: 7721 | Threat: MEDIUM | United States, Des Moines, Microsoft Corporation
2026-05-26 20:53:28 | ALERT | Attack Type: None | IP: 4.213.25.241 | Port: 7723 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 20:53:30 | ALERT | Attack Type: None | IP: 20.190.146.35 | Port: 7724 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 20:53:32 | ALERT | Attack Type: None | IP: 4.145.11.36 | Port: 9869 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-26 20:53:34 | ALERT | Attack Type: None | IP: 103.165.166.17 | Port: 3712 | Threat: MEDIUM | India, Thrissur, Kerala Vision Broad Band Private Limited
2026-05-26 20:53:36 | ALERT | Attack Type: None | IP: 103.165.166.27 | Port: 7693 | Threat: MEDIUM | India, Thrissur, Kerala Vision Broad Band Private Limited
2026-05-26 20:53:38 | ALERT | Attack Type: None | IP: 20.135.4.173 | Port: 9876 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:53:40 | ALERT | Attack Type: None | IP: 57.150.153.65 | Port: 11512 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 20:53:42 | ALERT | Attack Type: None | IP: 20.247.168.158 | Port: 4917 | Threat: MEDIUM | Singapore, Singapore, Microsoft Corporation
2026-05-26 20:54:06 | ALERT | Attack Type: None | IP: 4.213.133.127 | Port: 6732 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 20:54:21 | ALERT | Attack Type: None | IP: 57.144.213.32 | Port: 57421 | Threat: MEDIUM | India, Chennai, Facebook, Inc.
2026-05-26 20:54:33 | ALERT | Attack Type: None | IP: 142.251.156.119 | Port: 61218 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:54:50 | ALERT | Attack Type: None | IP: 142.250.70.42 | Port: 52746 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:55:40 | ALERT | Attack Type: None | IP: 23.44.10.56 | Port: 59089 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 20:55:42 | ALERT | Attack Type: None | IP: 142.250.182.66 | Port: 62656 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:55:55 | ALERT | Attack Type: None | IP: 142.251.221.206 | Port: 58961 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 20:57:35 | ALERT | Attack Type: None | IP: 85.210.193.152 | Port: 14022 | Threat: MEDIUM | United Kingdom, City of London, Microsoft Corporation
2026-05-26 20:58:19 | ALERT | Attack Type: None | IP: 40.104.122.98 | Port: 5035 | Threat: MEDIUM | India, Chennai, Microsoft Corporation
2026-05-26 20:58:22 | ALERT | Attack Type: None | IP: 40.79.189.58 | Port: 5037 | Threat: MEDIUM | Japan, Tokyo, Microsoft Corporation
2026-05-26 20:58:24 | ALERT | Attack Type: None | IP: 23.61.113.62 | Port: 5043 | Threat: MEDIUM | India, Bengaluru, Akamai Technologies
2026-05-26 20:58:29 | ALERT | Attack Type: None | IP: 18.67.195.38 | Port: 5046 | Threat: MEDIUM | India, Mumbai, Amazon.com, Inc.
2026-05-26 20:58:35 | ALERT | Attack Type: None | IP: 51.105.71.137 | Port: 5051 | Threat: MEDIUM | United Kingdom, City of London, Microsoft
2026-05-26 21:03:19 | ALERT | Attack Type: None | IP: 40.126.18.32 | Port: 2654 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 21:03:22 | ALERT | Attack Type: None | IP: 57.155.142.104 | Port: 2657 | Threat: MEDIUM | Singapore, Singapore, MICROSOFT
2026-05-26 21:05:42 | ALERT | Attack Type: None | IP: 74.125.130.188 | Port: 9009 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 21:08:56 | ALERT | Attack Type: None | IP: 142.251.10.188 | Port: 1757 | Threat: MEDIUM | United States, Mountain View, Google LLC
2026-05-26 21:08:59 | ALERT | Attack Type: None | IP: 57.144.55.32 | Port: 4042 | Threat: MEDIUM | India, Chennai, Facebook, Inc.
2026-05-26 21:09:01 | ALERT | Attack Type: None | IP: 13.78.111.199 | Port: 9682 | Threat: MEDIUM | Japan, Tokyo, Microsoft Corporation
2026-05-26 21:09:06 | ALERT | Attack Type: None | IP: 98.70.192.224 | Port: 10096 | Threat: MEDIUM | India, Pune, Microsoft Corporation
2026-05-26 21:09:12 | ALERT | Attack Type: None | IP: 48.211.4.16 | Port: 10099 | Threat: MEDIUM | United States, Boydton, Microsoft Corporation
2026-05-26 21:09:19 | ALERT | Attack Type: None | IP: 23.44.10.57 | Port: 53760 | Threat: MEDIUM | India, Chennai, Akamai International B.V.
2026-05-26 21:09:34 | ALERT | Attack Type: None | IP: 142.250.183.174 | Port: 54438 | Threat: MEDIUM | United States, Mountain View, Google LLC
